Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK
Judo,Bushido Dojo,www.bushido-dojo.nl,,Polderweg 300,1093KP,Amsterdam,Oost,,40537838
Judo,Tenkaichi,www.tenkaichi.nl,,Eliza van Calcarstraat 2 ,1068RR,Amsterdam,Nieuw-West,,34181512
Judo  ,Kids Fun,www.jckidsfun.nl,Buurtvereniging Bloemenkwartier,Wingerdweg 260B,1032AN,Amsterdam ,Noord,,56212321
Judo  ,Oska Bloemenkwartier,www.bloemenkwartier.nl,Oska Bloemenkwartier,Wingerdweg 260B,1032AN,Amsterdam ,Noord,,40535396
Kaatsen,Amsterdamse Kaatsclub,www.kaatsclubamsterdam.nl,Sportpark De Eendracht,Bok de Korverweg 6,1067HR,Amsterdam,Nieuw-West,,
Kanoën,Amstelsport,www.amstelsport.nl/buitensport-activiteiten/kano,Amstelsport,Ouderkerkerdijk,1096CR,Amsterdam,Oost,,
Kanoën,Kanovereniging Zeeburg,www.kvzeeburg.nl,Clubgebouw KVZ,Veemarkt 76A,1019DD,Amsterdam,Oost,,34140524
Kanoën,Gaasperplas,www.kvgaasperplas.nl,Clubhuis,Langbroekpad 2,1108EA,Amsterdam,Zuidoost,,40533116
Kanoën,Sloterplas,www.kanoverenigingsloterplas.nl,Clubhuis,Christoffel Plantijngracht 1,1065DA,Amsterdam,Nieuw-West,,40530649
Kanoën,KV Frisia,www.kvfrisia.nl,Clubhuis Frisia,Bleekerskade 4,1182EA,Amstelveen,Amstelveen,,40531003
Kanoën,Griffioen Outdoor,www.griffioenoutdoor.nl,Griffioen Outdoor,Willinklaan 7,1067SL,Amsterdam,Nieuw-West,,32120847
Kanoën,Kano op IJburg,www.kanoopijburg.nl,Kano op IJburg,Zandzeggestraat 3,1087SL,Amsterdam,Oost,,34368596
Kanoën,Kano & SUP Amsterdam/Kanoschool.nl,www.kanoschool.nl,Roeicentrum Berlagebrug,Weesperzijde 1094,1097DS,Amsterdam,Oost,,35029626
Kanoën,Viking,www.kvviking.nl,Sportpark Kadoelen,Vikingpad 40,1034VG,Amsterdam,Noord,,40532948
Kanoën,Watersportcentrum Sloterplas,www.watersportcentrumsloterplas.nl,Watersportcentrum,Christoffel Plantijngracht 4,1065DA,Amsterdam,Nieuw-West,,
Karate,Shuri Ryu Amsterdam,www.shuriryu.nl/karate/amsterdam,9e Montessorischool,Karel du Jardinstraat 74,1073TE,Amsterdam,Zuid,,
Karate,"Shotokan Karate Do, St. Trad.",www.martialart.nl,Burghtschool,Herengracht 34,1015BL,Amsterdam,Centrum,,
Karate,Maris Jacob,www.jacobmaris.com,Buurthuis Jacob Maris,Columbusplein 253,1057TX,Amsterdam,West,,40535350
Karate,St. Budo Lifestyle,www.budolifestyle.nl/index.php,Dojo 1,Louis Bouwmeesterstraat 14 ,1065KW,Amsterdam,Nieuw-West,,
Karate,Karateschool Fightin' Nabil,www.fightinnabil.nl,Dojo Sportcentrum Calland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,51100053
Karate,Nippon Karatedo Genwakai,www.genwakai.eu,Gymzaal MFC Binnenhof,Arent Janszoon Ernststraat 112,1082LP,Amsterdam,Zuid,,
Karate,Stichting Karate Zuidoost,www.karatezuidoost.nl,Gymzaal Mijehof 300,Mijehof 300,1106HW,Amsterdam-Zuidoost,Zuidoost,,56917708
Karate,Shin-Karasukai,www.shin-karasukai.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,
Karate,Shin Ju Karate Do Amsterdam,www.shin-ju.nl,Parelschool,Kleine Wittenburgerstraat 100,1018LZ,Amsterdam,Centrum,,
Karate,Dojo Suhari,www.wadoryu.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,
Karate,Shuri Ryu Amsterdam,www.shuriryu.nl/karate/amsterdam,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,
Karate,Sportschool Van den Berg,www.fitnessamsterdamwest.nl,Sportschool,Korte Geuzenstraat 7,1056KR,Amsterdam,West,,
Karate,Nippon do,www.nippondo.nl,Sportschool,Derde Schinkelstraat 18,1075TL,Amsterdam,Zuid,,
Karate,Shin-ShinBuKen budovereniging,www.shin-shinbuken.nl,Sportschool shinshinbuken,Lodewijk van Deysselstraat 107,1064HM,Amsterdam,Nieuw-West,,
Karate,Shotokan KarateCentrum,www.skca.org,Theo Thijssenschool,Palmstraat 13,1015HP,Amsterdam,Centrum,,40535208
Karate,Iko Kyokushinkaikan Nederland,www.ikonederland.nl,Sportzaal Montessori Lyceum Amsterdam,Hobbemakade 54,1071XL,Amsterdam,Zuid,,58537953
Kickboksen,Ettaki Gym,www.ettakigym.nl,Ettaki Gym,Bilderdijkkade 59-61,1053VJ,Amsterdam,West,,55971148
Kickboksen,Samurai Sports,www.samuraisports.nl,Gymzaal,Nieuwe Laan 34,1068BZ,Amsterdam,Nieuw-West,,52505634
Kickboksen,Kimekai Gym,www.kimekaigym.nl,Kimekai Gym,Erich Salomonstraat 432,1087JA,Amsterdam,Oost,,34284240
Kickboksen,Ajuau Etta Gym,www.ajuauetta.nl/index.html,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,55069029
Kickboksen,Eastbound Gym,www.eastboundgym.nl,,Linnaeusstraat 35F,1093EE,Amsterdam,Oost,,60048751
Kickboksen,Fightclub NDSM,www.fightclubndsm.nl,,Metaalbewerkerweg 19C,1032KW,Amsterdam,Noord,,
Klimmen en boulderen,The Treeclimbing Company,www.thetreeclimbingcompany.com,Amstelpark,Amstelpark 1,1083HZ,Amsterdam,Zuid,,53870271
Klimmen en boulderen,Fun Forest,www.funforest.nl,Amsterdamse Bos,Bosbaanweg 3,1182DA,Amstelveen,Zuid,,34320277
Klimmen en boulderen,Het Lab,www.deklimmuur.nl,Het Lab,Transformatorweg 32,1014AK,Amsterdam,West,,
Klimmen en boulderen,Klimmuur Centraal,www.deklimmuur.nl,Klimmuur Centraal,Dijksgracht 2,1019BS,Amsterdam,Centrum,,
Klimmen en boulderen,Monk Bouldergym,monk.nl/amsterdam,Monk Bouldergym Amsterdam,Aambeeldstraat 26,1021KB,Amsterdam,Noord,,
Klimmen en boulderen,Mountain Network Amsterdam,mountain-network.nl/klimcentra/locaties/klimhal-amsterdam,Mountain Network Amsterdam,Erasmusgracht 297,1061MD,Amsterdam,Nieuw-West,,
Klimmen en boulderen,The Treeclimbing Company,www.thetreeclimbingcompany.com,Project Adventure,Bok de Korverweg 6,1067HR,Amsterdam,Nieuw-West,,53870271
Klimmen en boulderen,Klimhal Amsterdam,www.klimhalamsterdam.nl,Sloterdijk,Naritaweg 48,1043BZ,Amsterdam,Nieuw-West,,
Klimmen en boulderen,Universitair Sportcentrum,www.usc.uva.nl,Universitair Sportcentrum,Science Park 306,1098XH,Amsterdam,Oost,,
Korfbal,Sporting West,www.sportingwest.nl,CultuurparkWestergasfabriek,Klönne plein 10-12,1014DD,Amsterdam,West,,40530171
Korfbal,AKC Blauw Wit,www.akcblauwwit.nl,Sporthal Blauw Wit,Joos Banckersweg 18   A,1056EP,Amsterdam,West,G-Korfbal,40531926
Korfbal,SKVA Studenten Korfbal Vereniging Amsterdam,www.skvamsterdam.nl,Sporthal Blauw Wit,Joos Banckersweg 18 A,1056EP,Amsterdam,Zuid,,34176218
Korfbal,DKV Victoria,www.dkvvictoria.nl,Sporthal Diemen,Prins Bernhardlaan 2,1111ET,Diemen,Buiten Amsterdam,,40536736
Korfbal,AW/DTV,www.awdtv.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,40539272
Korfbal,a.s.v. Swift,www.swiftkorfbal.nl,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,40531826
Korfbal,Oranje Nassau,www.oranjenassau.net,Sportpark 't Loopveld,Aanloop 1,1183SZ,Amsterdam,Zuid,,40531836
Korfbal,DKV Victoria,www.dkvvictoria.nl,Sportpark De Diemen,Sportlaan 13a,1111PX,Diemen,Buiten Amsterdam,,40536736
Korfbal,Vlug en Vaardig,www.vlugenvaardig.nl,Sportpark Melkweg,Meteorenweg 270,1035RN,Amsterdam,Noord,,40531767
Korfbal,AW/DTV,www.awdtv.nl,Sportpark Drie Burg,Drieburgpad 7,1097HK,Amsterdam,Oost,,40539272
Korfbal,AKC Rohda,www.rohda.com,Sportpark Ookmeer,Willinklaan 4,1067SL,Amsterdam,Nieuw-West,,40530320
Korfbal,CKV Mik,www.ckvmik.nl,Sportpark Ookmeer,Abe Lenstralaan 14,1067MV,Amsterdam,Nieuw-West,,40532036
Korfbal,M.I.K.,www.ckvmik.nl,Sportpark Ookmeer,Abe Lenstralaan 14,1067MV,Amsterdam,Nieuw-West,,40532036
Korfbal,a.s.v. Swift,www.swiftkorfbal.nl,Sportpark Parkschouwburg,Plantage Parklaan 20a,1018ST,Amsterdam,Centrum,,40531826
Korfbal,Triaz,www.triaz.nl,Sportpark Van Heenvlietlaan,Van Heenvlietlaan 6,1083CL,Amsterdam,Zuid,,34163529
Korfbal,K.V.A.,www.kvaweb.nl,Startbaan,Startbaan 1,1185XP,Amstelveen,Buiten Amsterdam,,40531797
Kung-Fu,Sportschool Ken,www.kenkungfu.nl,Gymzaal Akersluis 1B,Akersluis 1B,1066ER,Amsterdam,Nieuw-West,,34335964
Kung-Fu,Associatie Wing-Chun Kung-Fu,www.wing-chun.nl,Gymzaal Akerwateringstraat 2,Akerwateringstraat 2,1069GE,Amsterdam,Nieuw-West,,
Kung-Fu,Golden Dragon,www.goldendragonkungfu.nl,Gymzaal OBS Narcis Querido,Jan den Haenstraat 41,1055WC,Amsterdam,Nieuw-West,,
Kung-Fu,Golden Dragon,www.goldendragonkungfu.nl,Sloterpark,"Sloterpark, Noord-Westzijde",,,Nieuw-West,,
Kung-Fu,Ngok Fei Kung Fu,www.ngokfei.nl,,Akerwateringstraat 2,1069GE,Amsterdam,Nieuw-West,,
Kunstschaatsen,Ekijsa,www.ekijsa.eu,Jaap Edenhal,Radioweg 64,1098NJ,Amsterdam,Oost,,41204305
Kunstschaatsen,F.S.A.,www.figureskatingamsterdam.com,Jaap Edenhal,Radioweg 64,1098NJ,Amsterdam,Oost,,
Lacrosse,Amsterdam Lions Lacrosse,www.amsterdamlacrosse.nl,"Soccer club ""De Meer""",Drieburgpad 3 ,1097HK,Amsterdam,Oost,,
